ID,X,Y,Population,Elevation,Slope,Land_cover,River_flow,Road_dist,Protected_area
38,236914.1059,8101540.513,,175.4829758,2.071961586,2,,75.84382656,False
39,237914.4085,8101540.513,15.30940457,151.828444,2.639605141,2,,290.2856807,False
40,238914.711,8101540.513,,132.5630576,2.935778664,2,,932.0830168,False
41,239915.0135,8101540.513,,112.8728373,1.492611539,2,2.005916834,951.6354955,False
42,225910.7781,8102540.816,,136.5817038,1.198161176,2,,134.6265763,False
43,226911.0806,8102540.816,,156.9201438,1.237254757,1,,667.2671783,False
44,227911.3832,8102540.816,9.916896251,155.4165139,1.332206477,1,,302.6369056,False
45,228911.6857,8102540.816,,151.4202043,0.753086631,1,,1294.276106,False
46,229911.9882,8102540.816,4.54530583,176.5323758,2.542368072,1,,2292.593328,False
47,230912.2908,8102540.816,,179.7499146,0.91299194,1,,2616.847164,False
48,231912.5933,8102540.816,,189.058681,1.06623226,2,,2292.58567,False
49,232912.8958,8102540.816,,183.3654475,1.349945581,2,,1340.634637,False
50,233913.1983,8102540.816,,173.1049466,1.564050335,2,,401.0859235,False
51,234913.5009,8102540.816,,179.8143685,1.01942418,2,,194.5990805,False
52,235913.8034,8102540.816,,158.5949545,2.42454693,2,,790.5228386,False
53,236914.1059,8102540.816,,160.4265059,2.060919508,2,,884.8091485,False
54,237914.4085,8102540.816,,166.8462438,0.682572058,2,,471.8250262,False
55,238914.711,8102540.816,,145.7820169,2.785708057,2,,47.0759114,False
56,239915.0135,8102540.816,33.50892646,130.4126463,1.98681778,2,,2.663165371,False
57,240915.316,8102540.816,17.65626737,133.7004112,2.416206063,2,,210.028094,False
58,225910.7781,8103541.118,,144.7345985,0.71248946,1,,1064.920162,False
59,226911.0806,8103541.118,14.27888292,162.1009562,2.825261426,1,,678.1717766,False
60,227911.3832,8103541.118,7.819587782,172.1564224,3.139196155,1,,673.5314898,False
61,228911.6857,8103541.118,5.589270246,157.2030485,2.020898398,2,0.079075068,1534.017538,False
62,229911.9882,8103541.118,4.711433513,173.7291309,3.826215772,2,,2453.43846,False
63,230912.2908,8103541.118,4.500949901,192.918464,0.574904794,1,,3228.10116,False
64,231912.5933,8103541.118,,190.9373083,0.646261017,1,,2237.627114,False
65,232912.8958,8103541.118,,182.5758715,0.70074651,2,,1262.744391,False
66,233913.1983,8103541.118,,180.0781578,0.847281586,2,,428.1144552,False
67,234913.5009,8103541.118,,168.5754498,2.12885211,2,,874.9103116,False
68,235913.8034,8103541.118,,145.440483,0.814557594,2,,1563.561225,False
69,236914.1059,8103541.118,,149.4316149,1.19825203,2,,1809.616057,False
70,237914.4085,8103541.118,,157.9998101,2.633718388,1,,1229.164862,False
71,238914.711,8103541.118,,125.2012034,1.527096613,1,,952.6393272,False
72,239915.0135,8103541.118,17.86939155,126.1259034,2.148654695,2,,954.6583719,False
73,240915.316,8103541.118,,131.6181137,1.004009045,2,,921.5298441,False
74,241915.6186,8103541.118,,171.3819644,2.987376734,2,,1490.555261,False
75,224910.4756,8104541.421,40.57031641,143.4626129,2.299047087,2,,442.8252307,False
76,225910.7781,8104541.421,,166.7449894,2.575153758,2,,1080.142014,False
77,226911.0806,8104541.421,,180.5018767,2.690940644,1,,1539.449877,False
78,227911.3832,8104541.421,7.184612844,191.7267297,3.71170602,1,,1537.411342,False
79,228911.6857,8104541.421,6.839039562,166.5886911,2.773795279,2,,2087.719243,False
80,229911.9882,8104541.421,,179.1040151,3.056051497,2,,2890.453241,False
81,230912.2908,8104541.421,,199.8805427,1.015048669,2,,3488.964524,False
82,231912.5933,8104541.421,,192.2260005,0.963763362,2,,2599.848351,False
83,232912.8958,8104541.421,,174.7664524,0.624446367,2,,1829.415137,False
84,233913.1983,8104541.421,,178.2298498,1.722998667,2,,1391.229072,False
85,234913.5009,8104541.421,,145.8735177,0.925135426,2,,1589.178157,False
86,235913.8034,8104541.421,7.860468922,134.4825119,4.174680633,2,,2262.00495,False
87,236914.1059,8104541.421,,136.174496,1.550676329,2,,2620.68344,False
88,237914.4085,8104541.421,,129.3089105,0.795070111,1,,2115.801358,False
89,238914.711,8104541.421,,127.4074602,1.096100892,2,,1952.149046,False
90,239915.0135,8104541.421,,125.2081436,0.996959252,2,,1951.422224,False
91,240915.316,8104541.421,,171.5522919,2.109224774,1,,1911.944822,False
92,241915.6186,8104541.421,,160.4536955,2.255063013,1,,2242.335999,False
93,242915.9211,8104541.421,,138.9559501,0.50260972,1,,2898.589098,False
94,224910.4756,8105541.723,30.1742142,155.2406616,2.411854866,2,,209.0513472,False
95,225910.7781,8105541.723,23.30083604,157.5329144,3.076583587,2,,754.0153937,False
96,226911.0806,8105541.723,,183.7014979,2.831405296,1,,1666.220622,False
97,227911.3832,8105541.723,,202.6665995,1.354736575,1,,2504.961655,False
98,228911.6857,8105541.723,5.895938629,179.3044875,2.716191732,1,,2875.720935,False
99,229911.9882,8105541.723,4.728086189,193.4301556,1.109310056,2,,3502.273432,False
100,230912.2908,8105541.723,,204.5079086,1.042522879,1,,2965.649811,False
101,231912.5933,8105541.723,,173.0248272,1.553981964,1,,2278.935987,False
102,232912.8958,8105541.723,6.046942687,162.5418693,2.883586422,1,,1669.231186,False
103,233913.1983,8105541.723,,151.3649029,3.115369023,2,,1501.131229,False
104,234913.5009,8105541.723,8.078564307,132.7645334,1.749122453,2,1.182467341,1641.852761,False
105,235913.8034,8105541.723,6.990559529,165.417514,1.651379942,2,,1812.629081,False
106,236914.1059,8105541.723,6.580530883,150.3866919,2.335454033,2,,2347.647934,False
107,237914.4085,8105541.723,,152.2934529,2.389112682,2,,2996.381822,False
108,238914.711,8105541.723,,147.1182936,2.527477362,1,,2951.522843,False
109,239915.0135,8105541.723,,140.3154378,2.880774675,1,,2948.704713,False
110,240915.316,8105541.723,,141.2163617,0.791073453,1,0.186735481,2909.133727,False
111,241915.6186,8105541.723,,166.2364028,1.896512547,1,,3136.175501,False
112,242915.9211,8105541.723,,157.1942197,0.733017741,2,,3634.466233,False
113,224910.4756,8106542.026,22.66759767,150.9845926,2.777014876,2,,484.9446664,False
114,225910.7781,8106542.026,33.00814376,159.8303253,2.574254778,2,,462.2797414,False
115,226911.0806,8106542.026,23.34233581,177.1159715,2.349756524,1,,1231.186506,False
116,227911.3832,8106542.026,11.6648031,213.7957764,2.106204845,1,,2112.488725,False
117,228911.6857,8106542.026,,194.1062437,2.361257138,2,,3067.001237,False
118,229911.9882,8106542.026,,198.2041722,1.199038679,1,,2979.01999,False
119,230912.2908,8106542.026,,189.1378741,2.025016091,2,,2249.324145,False
120,231912.5933,8106542.026,,168.6202399,2.398109208,2,,1555.774656,False
121,232912.8958,8106542.026,9.344111928,186.6240862,0.987163103,2,,868.1420649,False
122,233913.1983,8106542.026,17.6934853,156.7534666,2.740264969,2,,536.1590306,False
123,234913.5009,8106542.026,13.9551376,152.4397977,3.05404873,2,,643.3132003,False
124,235913.8034,8106542.026,,171.3102357,1.474757632,2,,935.2998934,False
125,236914.1059,8106542.026,10.91304684,179.1829122,1.654605643,2,,1581.793101,False
126,237914.4085,8106542.026,,170.8289516,1.225630825,2,,2313.852711,False
127,238914.711,8106542.026,,148.264914,2.85091794,2,,2206.543623,False
128,239915.0135,8106542.026,,156.9036534,3.328621846,2,,2494.373089,False
129,240915.316,8106542.026,,141.383924,1.333019055,1,,3031.127172,False
130,241915.6186,8106542.026,,152.1957862,1.020420283,1,,3724.956539,False
131,223910.1731,8107542.328,8.136464269,149.3051177,1.730815765,2,,1771.079319,False
132,224910.4756,8107542.328,10.48362585,169.8020136,3.274740873,2,,902.4002789,False
133,225910.7781,8107542.328,16.74166003,192.2108631,1.979711273,2,,45.3014512,False
134,226911.0806,8107542.328,,180.841633,2.481710324,2,,954.9947971,False
135,227911.3832,8107542.328,,205.6295967,0.769189408,1,,1955.291045,False
136,228911.6857,8107542.328,,205.1580026,1.635572567,2,,2712.887683,False
137,229911.9882,8107542.328,6.011454528,188.1493349,1.943334666,2,,2102.297977,False
138,230912.2908,8107542.328,,179.8123953,2.391764972,2,,1588.024699,False
139,231912.5933,8107542.328,,166.6045703,1.833161493,2,,839.4408343,False
140,232912.8958,8107542.328,11.8305233,147.7608618,1.472656926,2,,174.5742547,False
141,233913.1983,8107542.328,33.77238188,146.8068528,3.371966298,2,,253.0972502,False
142,234913.5009,8107542.328,31.68741322,166.134456,1.951189574,2,,346.0483933,False
143,235913.8034,8107542.328,25.00323679,185.7523401,1.740901187,2,,168.0934171,False
144,236914.1059,8107542.328,11.01686107,188.1702333,8.807438862,2,,1136.547839,False
145,237914.4085,8107542.328,7.59616074,160.3961904,2.47892858,1,,1389.904489,False
146,238914.711,8107542.328,11.3586249,144.2910813,2.534109553,2,0.296308696,1212.951814,False
147,239915.0135,8107542.328,,162.147934,3.119781601,2,,1634.263079,False
148,240915.316,8107542.328,,149.017862,0.920348139,2,,2317.54558,False
149,241915.6186,8107542.328,,167.4231459,2.058898707,1,,3128.731459,False
150,223910.1731,8108542.631,15.63885373,136.8559855,2.013868764,2,,1248.634953,False
151,224910.4756,8108542.631,,173.0987343,2.589582349,2,,1109.650013,False
152,225910.7781,8108542.631,,202.634044,2.231713113,2,,154.7534555,False
153,226911.0806,8108542.631,,199.2254341,1.810212049,2,,734.0453591,False
154,227911.3832,8108542.631,,195.1742034,2.248168909,2,,1649.426531,False
155,228911.6857,8108542.631,,201.7380729,2.342940387,1,,2010.606975,False
156,229911.9882,8108542.631,,178.9630922,2.087798301,2,,1300.267534,False
157,230912.2908,8108542.631,11.66624858,169.9819645,1.989537915,2,,757.9245719,False
158,231912.5933,8108542.631,20.81011389,156.8101587,1.373037938,2,,222.7814085,False
159,232912.8958,8108542.631,10.80995393,152.1197471,1.726578048,2,,575.1070994,False
160,233913.1983,8108542.631,12.17379365,156.5554089,1.276526359,2,,1103.789021,False
161,234913.5009,8108542.631,15.32030512,181.4619516,2.798345227,2,,233.7701801,False
162,235913.8034,8108542.631,13.78120635,189.4501607,2.7010009,2,,463.6817658,False
163,236914.1059,8108542.631,,187.3845217,2.532027286,2,,1239.945975,False
164,237914.4085,8108542.631,,157.9828148,1.471330394,2,,479.120847,False
165,238914.711,8108542.631,28.21627571,151.751039,1.951330994,2,,261.1665284,False
166,239915.0135,8108542.631,13.12061235,157.8494404,1.083934687,2,,914.3017549,False
167,240915.316,8108542.631,,158.9155228,1.436574459,2,,1772.116129,False
168,222909.8705,8109542.933,18.15136264,167.9163782,3.061128488,2,,1610.327893,False
169,223910.1731,8109542.933,,164.4341361,1.012583238,2,,666.4400055,False
170,224910.4756,8109542.933,41.70632784,171.6092752,2.905675737,2,,341.1395397,False
171,225910.7781,8109542.933,53.16215919,203.3854264,1.609637219,2,,101.5988715,False
172,226911.0806,8109542.933,23.36723533,205.6302928,1.93196904,2,,307.8134375,False
173,227911.3832,8109542.933,,212.6270709,0.858208022,2,,1148.464637,False
174,228911.6857,8109542.933,,194.7826434,2.455716554,2,,1011.474592,False
175,229911.9882,8109542.933,,174.6758577,1.477629762,2,,706.9018519,False
176,230912.2908,8109542.933,30.38875549,169.363831,2.889575964,2,,109.6995176,False
177,231912.5933,8109542.933,16.6965241,161.8528977,0.940540318,2,,537.8641096,False
178,232912.8958,8109542.933,13.00082536,170.2973176,2.33515198,2,,1175.970062,False
179,233913.1983,8109542.933,,182.0752251,2.571470503,2,,1293.788387,False
180,234913.5009,8109542.933,10.34372111,184.9433018,3.382452486,1,,715.0178069,False
181,235913.8034,8109542.933,,205.1900139,2.501797769,2,,977.1743147,False
182,236914.1059,8109542.933,,183.4507295,2.487608242,1,,1453.337178,False
183,237914.4085,8109542.933,,165.7270164,1.222850172,2,,700.4598679,False
184,238914.711,8109542.933,22.93791844,167.6036005,1.248305636,2,,382.5363238,False
185,239915.0135,8109542.933,13.4536733,161.1679616,0.952273923,2,0.067462295,472.9593429,False
186,222909.8705,8110543.236,,163.4144235,0.8389819,2,,1160.93984,False
187,223910.1731,8110543.236,62.23753154,185.1282831,1.050816986,2,,196.8199471,False
188,224910.4756,8110543.236,74.21241022,173.0227697,0.814309813,2,,205.0998782,False
189,225910.7781,8110543.236,,197.2717866,1.956381696,2,,731.2936563,False
190,226911.0806,8110543.236,16.14252559,223.0564345,0.990092455,2,,42.44058806,False
191,227911.3832,8110543.236,20.40675747,200.3189037,0.65060026,2,,265.3802284,False
192,228911.6857,8110543.236,49.95986734,196.2166296,1.622045458,2,,15.93072139,False
193,229911.9882,8110543.236,106.6020723,188.1614621,2.317804001,2,,67.25640084,False
194,230912.2908,8110543.236,72.05406243,164.4521565,4.369897019,2,,82.88060684,False
195,231912.5933,8110543.236,24.69233046,179.959686,3.093640654,2,,614.1745978,False
196,232912.8958,8110543.236,,190.5675625,1.974776689,2,,988.9350513,False
197,233913.1983,8110543.236,,187.4923993,2.341493462,2,,1278.496955,False
198,234913.5009,8110543.236,,214.5351495,0.563216826,2,,1338.669223,False
199,235913.8034,8110543.236,,185.9634491,1.434265019,1,,1388.870329,False
200,236914.1059,8110543.236,,170.6837623,1.752160269,1,,1196.976084,False
201,237914.4085,8110543.236,15.25942141,163.1972938,1.061004944,2,0.240615696,1253.162136,False
202,238914.711,8110543.236,25.36882833,178.1624075,2.855495091,2,,404.4953062,False
203,222909.8705,8111543.538,35.24094052,175.2596174,0.810591125,2,,798.8575299,False
204,223910.1731,8111543.538,78.15797808,187.6900372,1.039103845,2,,82.35758142,False
205,224910.4756,8111543.538,59.57900043,186.4737814,2.873278954,2,,76.82060363,False
206,225910.7781,8111543.538,20.28553099,189.087319,0.878311663,2,,282.4937629,False
207,226911.0806,8111543.538,9.514352244,220.5802169,0.747881617,2,,159.4893912,False
208,227911.3832,8111543.538,13.40039669,217.214552,0.393548721,2,,585.7982616,False
209,228911.6857,8111543.538,,214.6361741,1.007161699,2,,657.3702306,False
210,229911.9882,8111543.538,43.14930155,178.6706199,2.207652534,2,,245.3351343,False
211,230912.2908,8111543.538,38.80644249,168.077253,4.190257379,2,,442.6179768,False
212,231912.5933,8111543.538,34.27743587,193.3874104,2.270925765,2,,206.3505746,False
213,232912.8958,8111543.538,22.19820028,201.4553934,3.683050857,2,,49.00125026,False
214,233913.1983,8111543.538,,215.7817374,2.360864719,1,,293.21127,False
215,234913.5009,8111543.538,,196.6916757,1.805411444,1,,353.3815802,False
216,235913.8034,8111543.538,,176.8215419,1.889089836,1,,420.5393593,False
217,236914.1059,8111543.538,,178.3947593,1.52524311,2,,200.5123958,False
218,237914.4085,8111543.538,10.61470104,184.7752785,3.076114154,2,,420.9136978,False
219,238914.711,8111543.538,10.10482081,194.7114008,0.973391805,2,,97.05578285,False
220,221909.568,8112543.841,34.86210305,180.0503935,1.723300623,2,,187.5528275,False
221,222909.8705,8112543.841,45.71925684,185.8925204,2.989200941,2,,88.00534988,False
222,223910.1731,8112543.841,40.37154095,189.3747567,2.222190382,2,,643.0164844,False
223,224910.4756,8112543.841,28.26117643,199.5503104,0.925818666,2,,349.2437167,False
224,225910.7781,8112543.841,,221.5635806,3.051705242,2,,664.1936626,False
225,226911.0806,8112543.841,,210.2652298,2.812205203,2,,1055.174783,False
226,227911.3832,8112543.841,6.838086928,197.0378404,3.80321762,2,,1507.91356,False
227,228911.6857,8112543.841,15.10331507,185.9167862,2.218389372,2,0.109689325,963.6349031,False
228,229911.9882,8112543.841,26.78493684,195.6396885,1.042662824,2,,25.44247774,False
229,230912.2908,8112543.841,23.67586901,184.5246814,2.493888319,2,,1004.565487,False
230,231912.5933,8112543.841,20.3635664,191.1518701,3.525182762,2,,1165.4625,False
231,232912.8958,8112543.841,13.03683018,214.3881378,3.259300396,2,,410.5034259,False
232,233913.1983,8112543.841,,216.5121338,1.863534785,1,,532.8983254,False
233,234913.5009,8112543.841,,192.1889126,0.939513508,1,,637.5574391,False
234,235913.8034,8112543.841,6.065818506,203.6772581,1.995195263,1,,553.8140256,False
235,236914.1059,8112543.841,,194.7770539,3.462120528,2,,713.2381278,False
236,237914.4085,8112543.841,,212.1631515,1.066876946,2,,572.4112147,False
237,238914.711,8112543.841,,196.955933,1.822823762,2,,756.1265128,False
238,220909.2655,8113544.143,13.57979987,175.3708013,0.68594263,2,0.155306935,238.0718527,False
239,221909.568,8113544.143,35.28172344,186.4365862,1.340690924,2,,332.4251528,False
240,222909.8705,8113544.143,57.6848406,191.9363175,1.343959424,2,,107.1636611,False
241,223910.1731,8113544.143,,204.4863476,2.793540804,2,,891.3080948,False
242,224910.4756,8113544.143,13.08665082,206.2465084,1.89563229,2,,1348.731828,False
243,225910.7781,8113544.143,,236.2753372,1.989709172,2,,1566.342816,False
244,226911.0806,8113544.143,5.696724511,211.2805621,2.770493232,2,,1948.784324,False
245,227911.3832,8113544.143,,211.9639004,4.291689924,2,,1913.746546,False
246,228911.6857,8113544.143,,215.1607283,4.069071182,2,,925.059759,False
247,229911.9882,8113544.143,32.37764032,206.0814929,2.094886934,2,,66.61381618,False
248,230912.2908,8113544.143,,198.5901055,3.044136599,2,,1064.01945,False
249,231912.5933,8113544.143,,188.4778647,1.707572871,2,,1605.968682,False
250,232912.8958,8113544.143,8.78537516,216.4060402,2.018111173,2,,840.5927237,False
251,233913.1983,8113544.143,,224.0288691,2.320859734,1,,127.7491515,False
252,234913.5009,8113544.143,8.407459928,215.8156563,2.655417756,1,,491.6334123,False
253,235913.8034,8113544.143,8.854544704,197.8156545,1.914470854,2,,1472.075166,False
254,236914.1059,8113544.143,8.484782973,224.2382492,2.311332391,1,,1615.026195,False
255,237914.4085,8113544.143,6.433199804,213.9433941,1.669637819,2,,1571.873747,False
256,219908.963,8114544.446,16.54777681,189.1871192,2.211443737,2,,592.2447094,False
257,220909.2655,8114544.446,,184.1935372,1.089975935,2,,290.8739924,False
258,221909.568,8114544.446,,195.3101978,0.796412419,2,,402.9103883,False
259,222909.8705,8114544.446,27.66994904,221.2658522,1.509120689,2,,204.3956984,False
260,223910.1731,8114544.446,,227.0270741,2.182095297,2,,506.120572,False
261,224910.4756,8114544.446,13.68633739,233.1631576,1.416197158,2,,1448.036019,False
262,225910.7781,8114544.446,6.457300792,236.7696983,4.146439196,2,,2429.970013,False
263,226911.0806,8114544.446,4.937252939,216.9108962,3.058861468,2,,2501.051702,False
264,227911.3832,8114544.446,,236.3954124,1.192273649,2,,1578.782421,False
265,228911.6857,8114544.446,,220.4159603,3.002690405,2,,725.1255065,False
266,229911.9882,8114544.446,44.30201098,202.3478448,1.811844423,2,,207.9396612,False
267,230912.2908,8114544.446,,204.0191215,3.286776054,2,,1174.582696,False
268,231912.5933,8114544.446,,210.6309626,3.039850933,2,,2014.601044,False
269,232912.8958,8114544.446,6.253456925,225.1584118,4.1564426,1,,1021.276312,False
270,233913.1983,8114544.446,,228.0432681,4.132731363,1,,90.40694691,False
271,234913.5009,8114544.446,,232.6132913,3.213075068,1,,683.8898509,False
272,235913.8034,8114544.446,,228.4588854,3.378884925,1,,655.0853528,False
273,236914.1059,8114544.446,13.50614716,222.7187926,1.653557531,1,,1146.525962,False
274,237914.4085,8114544.446,10.01908242,231.9218006,4.365110911,2,,2049.662665,False
275,219908.963,8115544.748,39.96771392,206.9403812,0.912568584,2,,35.43913308,False
276,220909.2655,8115544.748,40.03550692,191.8013725,0.409812705,2,,468.3454228,False
277,221909.568,8115544.748,,193.239294,2.47984434,2,,458.9222394,False
278,222909.8705,8115544.748,,225.7373221,2.462405462,2,,587.9357567,False
279,223910.1731,8115544.748,,248.2555732,2.651528405,2,,410.0138174,False
280,224910.4756,8115544.748,14.96853475,271.2318147,3.260661791,1,,1410.061532,False
281,225910.7781,8115544.748,6.964277589,248.868477,3.214106971,2,,2409.951698,False
282,226911.0806,8115544.748,,230.0400709,3.528813642,2,,2065.200484,False
283,227911.3832,8115544.748,,245.5368709,1.618960067,2,,1138.432567,False
284,228911.6857,8115544.748,14.88869032,218.2868038,2.964874175,2,,323.7212956,False
285,229911.9882,8115544.748,,197.2036911,1.766620998,2,,622.4515875,False
286,230912.2908,8115544.748,12.45618458,208.7265239,3.016649797,2,,1491.75448,False
287,231912.5933,8115544.748,8.461205775,223.2035281,4.013508334,2,,2169.052039,False
288,232912.8958,8115544.748,,243.8374893,1.874236835,2,,1293.376419,False
289,233913.1983,8115544.748,5.963123058,251.0784388,2.340138308,1,,599.0345925,False
290,234913.5009,8115544.748,6.113711267,254.4744583,0.716760468,1,,50.77217132,False
291,235913.8034,8115544.748,,229.9809267,2.392315853,1,,254.0116231,False
292,236914.1059,8115544.748,23.04599143,296.4443458,29.88756946,2,,1004.805728,False
293,237914.4085,8115544.748,15.69276909,226.470171,6.072396086,2,,1973.88698,False
294,219908.963,8116545.051,38.50424974,200.0512759,1.944028042,2,,102.5322839,False
295,220909.2655,8116545.051,44.44370956,210.2492251,1.512294311,2,,36.68007039,False
296,221909.568,8116545.051,75.44258663,212.8909788,3.505578882,2,,25.20302792,False
297,222909.8705,8116545.051,,210.3841911,1.514218218,2,,415.0970686,False
298,223910.1731,8116545.051,15.53707689,251.2070739,2.613132387,2,,519.4723457,False
299,224910.4756,8116545.051,17.77012047,329.8843416,6.612744065,2,,1511.90502,False
300,225910.7781,8116545.051,9.625605465,279.1730069,4.057915997,1,,2050.805747,False
301,226911.0806,8116545.051,10.30994172,247.4382562,1.575613764,2,,1758.887196,False
302,227911.3832,8116545.051,14.97344529,242.5226685,1.210771046,2,,834.044796,False
303,228911.6857,8116545.051,22.0127586,234.2232277,1.378816569,2,,162.5285529,False
304,229911.9882,8116545.051,,205.3881173,3.027134066,2,,1074.296877,False
305,230912.2908,8116545.051,,225.5721519,3.272049255,2,,1902.056039,False
306,231912.5933,8116545.051,,205.8001735,0.705293818,2,0.087513901,2237.289649,False
307,232912.8958,8116545.051,10.10227368,225.8914478,2.672618473,2,,1244.091849,False
308,233913.1983,8116545.051,7.76037937,236.1271016,2.295096002,1,,292.7272124,False
309,234913.5009,8116545.051,,256.3183483,1.19380679,1,,186.7093403,False
310,235913.8034,8116545.051,7.237829358,246.9349864,1.948303185,1,,1056.880914,False
311,236914.1059,8116545.051,11.39940018,228.1129053,2.030742159,2,,1642.052429,False
312,237914.4085,8116545.051,,204.3774691,3.150799754,2,,2364.857897,False
313,218908.6604,8117545.354,,194.7207612,1.890906688,2,0.208573625,922.2724668,False
314,219908.963,8117545.354,19.24170257,224.8405723,2.417355201,2,,648.0997365,False
315,220909.2655,8117545.354,20.30128434,236.3440332,2.168828007,2,,800.3290285,False
316,221909.568,8117545.354,,213.1323666,0.902316816,2,,831.2689072,False
317,222909.8705,8117545.354,16.81954088,222.1389156,2.79520305,2,,350.2082652,False
318,223910.1731,8117545.354,19.29889915,252.0632899,1.928264467,2,,387.5155408,False
319,224910.4756,8117545.354,28.00242184,302.5562358,3.068710135,1,,1257.903944,False
320,225910.7781,8117545.354,21.0915654,276.9807733,4.003938107,1,,1058.439173,False
321,226911.0806,8117545.354,17.20454411,257.2878752,3.095819938,2,,1027.561767,False
322,227911.3832,8117545.354,39.09785067,230.6324642,2.920386093,2,,492.9568258,False
323,228911.6857,8117545.354,,216.5824751,2.619454621,2,,443.1775725,False
324,229911.9882,8117545.354,,215.2769884,2.951118094,2,,1083.36848,False
325,230912.2908,8117545.354,,242.8646069,1.333672999,1,,1640.836521,False
326,231912.5933,8117545.354,,221.3042498,1.575198654,2,,2266.609523,False
327,232912.8958,8117545.354,7.234178298,229.2670318,1.616203048,1,,1703.957069,False
328,233913.1983,8117545.354,6.406535631,230.6072983,3.738251565,2,,1166.647321,False
329,234913.5009,8117545.354,,234.2689878,3.281814383,1,,423.1513037,False
330,235913.8034,8117545.354,8.342362635,223.614269,3.14331358,2,,985.2169554,False
331,236914.1059,8117545.354,10.33643433,204.4049417,1.297186471,2,,1939.963445,False
332,237914.4085,8117545.354,11.69982883,210.5455127,2.047859393,1,,2925.316082,False
333,216908.0554,8118545.656,,215.1860919,2.77372682,2,,2196.51937,False
334,217908.3579,8118545.656,,209.905982,0.964874417,2,,2269.131008,False
335,218908.6604,8118545.656,,213.8860898,1.736889095,2,,1736.590805,False
336,219908.963,8118545.656,,212.0534812,1.590160071,2,,1579.196378,False
337,220909.2655,8118545.656,7.326723962,240.8383562,3.982290283,2,,1642.241027,False
338,221909.568,8118545.656,7.609430162,231.9238972,4.208121986,2,,1763.927318,False
339,222909.8705,8118545.656,8.621077266,243.2898327,4.694715956,2,,959.7684232,False
340,223910.1731,8118545.656,22.08749499,231.7954827,0.760742895,1,,86.72251854,False
341,224910.4756,8118545.656,45.87694308,267.5728138,4.297465324,2,,374.6023015,False
342,225910.7781,8118545.656,55.05461628,257.6014824,2.721909907,2,,90.21259936,False
343,226911.0806,8118545.656,35.95524479,231.6411663,1.98160616,2,,114.790018,False
